,model,sequence,org_func,num_valid,num_invalid,num_shots,invalid_fn_type,test_passing_completion,test_passing_explanation,n_valid_compl_in_primed_resp,n_invalid_compl_in_primed_resp,n_valid_expl_in_primed_resp,n_invalid_expl_in_primed_resp,possible_completions_response,possible_explanations_response,Unnamed: 0
63,text-davinci-003,"0,1,2,0","{'fn': 'lambda x: (x * 1) % (2+1)', 'offset': 3, 'metadata': ('modular_progression', 0, 2)}",2,3,6,random,1,1,0,0,0,0,"['4', '-2', '-4', '-6']","['lambda x: (x % 3)', 'lambda x: (x * 2) % (1+1)', 'lambda x: (x + 1) % (2+1)']",
64,text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 1, 0)}",2,3,6,random,1,1,2,0,0,0,"['9', '10', '11', '12']","['lambda x: (3 * x) + 1', 'lambda x: (2 * x) + 2', 'lambda x: (5 * x) - 3', 'lambda x: [i for i in range(100) if i % (5 + 1) or i % (2 + 1)][x]']",
65,text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 0, 2)}",2,3,6,random,1,0,2,0,0,0,"['9', '10', '11', '12']","['lambda x: (1 * x) + 4', 'lambda x: (2 * x) + 2', 'lambda x: (3 * x) + 1', 'lambda x: (4 * x) + 0']",
66,text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 1, 1)}",2,3,6,random,1,1,2,0,0,0,"['9', '10', '11', '12']","['lambda x: (1 * x) ** 3', 'lambda x: (2 * x) ** 2', 'lambda x: (3 * x) ** 1', 'lambda x: (4 * x) ** 0']",
67,text-davinci-003,"1,3,5,7","{'fn': 'lambda x: (2 * x) + 1', 'offset': 0, 'metadata': ('arithmetic_progression', 1, 1)}",2,3,6,random,1,0,2,0,1,0,"['9', '11', '13', '15', '17', '19', '21', '23', '25', '27', '29', '31', '33', '35', '37', '39', '41', '43', '45', '47', '49', '51', '53', '55', '57', '59', '61', '63', '65', '67', '69', '71', '73', '75', '77', '79', '81', '83', '85', '87', '89', '91', '93', '95', '97', '99']","['lambda x: (2 * x) + 1', 'lambda x: (2 * x) - 1', 'lambda x: (2 * x) + 2', 'lambda x: (2 * x) - 2', 'lambda x: (2 * x) + 3', 'lambda x: (2 * x) - 3', 'lambda x: (2 * x) + 4', 'lambda x: (2 * x) - 4']",
68,text-davinci-003,"1,3,5,7","{'fn': 'lambda x: (2 * x) | 1', 'offset': 0, 'metadata': ('bit_or_progression', 1, 1)}",2,3,6,random,0,0,2,0,0,0,"['9', '11', '13', '15', '17', '19', '21', '23', '25', '27', '29', '31', '33', '35', '37', '39', '41', '43', '45', '47', '49', '51', '53', '55', '57', '59', '61', '63', '65', '67', '69', '71', '73', '75', '77', '79', '81', '83', '85', '87', '89', '91', '93', '95', '97', '99']","['lambda x: (2 * x) + 1', 'lambda x: (x * 1) % (4+1)', 'lambda x: (x * 4) % (2+1)', 'lambda x: (x * 8) % (3+1)']",
69,text-davinci-003,"1,3,5,7","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (0 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 0, 0)}",2,3,6,random,0,1,2,0,0,0,"['9', '11', '13', '15', '17', '19', '21', '23', '25', '27', '29', '31', '33', '35', '37', '39', '41', '43', '45', '47', '49', '51', '53', '55', '57', '59', '61', '63', '65', '67', '69', '71', '73', '75', '77', '79', '81', '83', '85', '87', '89', '91', '93', '95', '97', '99']","['lambda x: (2 * x) + 1', 'lambda x: (x * 4) % (1+1)', 'lambda x: (x * 4) % (2+1)', 'lambda x: (x * 4) % (3+1)', 'lambda x: (x * 4) % (4+1)']",
70,text-davinci-003,"1,3,5,7","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 0, 1)}",2,3,6,random,1,0,2,0,0,0,"['9', '11', '13', '15', '17', '19', '21', '23', '25', '27', '29', '31', '33', '35', '37', '39', '41', '43', '45', '47', '49', '51', '53', '55', '57', '59', '61', '63', '65', '67', '69', '71', '73', '75', '77', '79', '81', '83', '85', '87', '89', '91', '93', '95', '97', '99']","['lambda x: (2 * x) + 1', 'lambda x: (2 * x) ** 1', 'lambda x: (4 * x) % (8+1)']",
71,text-davinci-003,"3,5,7,9","{'fn': 'lambda x: (2 * x) + 1', 'offset': 1, 'metadata': ('arithmetic_progression', 1, 1)}",2,3,6,random,1,1,2,0,1,0,"['11', '13', '15']","['lambda x: (2 * x) + 1', 'lambda x: (2 * x) - 1', 'lambda x: (4 * x) - 1', 'lambda x: (4 * x) + 1']",
72,text-davinci-003,"3,5,7,9","{'fn': 'lambda x: (2 * x) | 1', 'offset': 1, 'metadata': ('bit_or_progression', 1, 1)}",2,3,6,random,1,0,2,0,0,0,"['11', '13', '15']","['lambda x: (2 * x) + 1', 'lambda x: (2 * x) + 3', 'lambda x: (4 * x) - 1', 'lambda x: (4 * x) + 1']",
73,text-davinci-003,"3,5,7,9","{'fn': 'lambda x: (2 * x) + 3', 'offset': 0, 'metadata': ('arithmetic_progression', 1, 3)}",2,3,6,random,1,0,2,0,0,0,"['11', '13', '15']","['lambda x: (2 * x) + 1', 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (3 + 1)][x]', 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (4 + 1)][x]', 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (5 + 1)][x]']",
74,text-davinci-003,"3,5,7,9","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (0 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 0, 0)}",2,3,6,random,1,1,2,0,1,0,"['11', '13', '15', '17', '19']","['lambda x: (2 * x) + 1', 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (3 + 1)][x]', 'lambda x: [i for i in range(100) if i % (5 + 1) or i % (3 + 1)][x]', 'lambda x: (2 * x) * 4']",
75,text-davinci-003,"3,5,7,9","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (1 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 0, 1)}",2,3,6,random,1,1,2,0,1,0,"['11', '13', '15']","['lambda x: (2 * x) + 1', 'lambda x: (2 * x) + 3', 'lambda x: (1 * x) + 2', 'lambda x: (1 * x) + 4']",
76,text-davinci-003,"5,7,9,11","{'fn': 'lambda x: (2 * x) | 1', 'offset': 2, 'metadata': ('bit_or_progression', 1, 1)}",2,3,6,random,1,0,2,0,0,0,"['13', '15', '17', '19']","['lambda x: (2 * x) + 3', 'lambda x: (2 * x) + 5', 'lambda x: (1 * x) * 2 + 3', 'lambda x: (1 * x) * 2 + 5']",
77,text-davinci-003,"5,7,9,11","{'fn': 'lambda x: (2 * x) + 3', 'offset': 1, 'metadata': ('arithmetic_progression', 1, 3)}",2,3,6,random,1,0,2,0,0,0,"['13', '15', '17', '19']","['lambda x: (2 * x) + 5', 'lambda x: (2 * x) | 5', 'lambda x: (2 * x) ^ 5', 'lambda x: (2 * x) & 5', 'lambda x: (2 * x) % 5']",
78,text-davinci-003,"5,7,9,11","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 0, 0)}",2,3,6,random,1,0,2,1,1,0,"['13', '15', '17', '19']","['lambda x: (2 * x) + 1', 'lambda x: (1 * x) + 4', 'lambda x: (2 * x) + 3']",
79,text-davinci-003,"7,9,11,13","{'fn': 'lambda x: (2 * x) + 1', 'offset': 3, 'metadata': ('arithmetic_progression', 1, 1)}",2,3,6,random,0,0,2,0,0,0,"['15', '17', '19', '21']","['lambda x: (2 * x) + 5', 'lambda x: (2 * x) + 6', 'lambda x: (2 * x) + 7', 'lambda x: (2 * x) + 8']",
80,text-davinci-003,"7,9,11,13","{'fn': 'lambda x: (2 * x) + 3', 'offset': 2, 'metadata': ('arithmetic_progression', 1, 3)}",2,3,6,random,1,1,2,0,0,0,"['15', '17', '19']","['lambda x: (2 * x) + 5', 'lambda x: (1 * x) + 6', 'lambda x: (3 * x) - 2']",
81,text-davinci-003,"7,9,11,13","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 0, 1)}",2,3,6,random,0,1,2,1,1,0,"['15', '17', '19', '21', '23']","['lambda x: (2 * x) + 5', 'lambda x: (2 * x) | 1', 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (1 + 1)][x]']",
82,text-davinci-003,"5,6,7,8","{'fn': 'lambda x: (1 * x) + 3', 'offset': 2, 'metadata': ('arithmetic_progression', 0, 3)}",2,3,6,random,0,1,2,0,0,0,"['9', '10', '11', '12']","['lambda x: x + 1', 'lambda x: (x * 1) + 5']",
83,text-davinci-003,"5,6,7,8","{'fn': 'lambda x: (1 * x) + 2', 'offset': 3, 'metadata': ('arithmetic_progression', 0, 2)}",2,3,6,random,1,0,2,0,0,0,"['9', '10', '11', '12', '13', '14', '15']","['lambda x: (1 * x) + 4', 'lambda x: (2 * x) + 3', 'lambda x: (3 * x) + 2', 'lambda x: (4 * x) + 1']",
84,text-davinci-003,"6,10,14,18","{'fn': 'lambda x: (4 * x) + 2', 'offset': 1, 'metadata': ('arithmetic_progression', 3, 2)}",2,3,6,random,1,0,2,0,1,0,"['22', '26', '30', '34', '38']","['lambda x: (2 * x) + 4', 'lambda x: (4 * x) + 2', 'lambda x: (4 * x) - 2']",
85,text-davinci-003,"6,10,14,18","{'fn': 'lambda x: (4 * x) | 2', 'offset': 1, 'metadata': ('bit_or_progression', 3, 2)}",2,3,6,random,1,0,0,0,1,0,"['20', '24', '28', '32']","['lambda x: (2 * x) + 4', 'lambda x: (4 * x) + 2', 'lambda x: (x * 4) + 2']",
86,text-davinci-003,"10,14,18,22","{'fn': 'lambda x: (4 * x) + 2', 'offset': 2, 'metadata': ('arithmetic_progression', 3, 2)}",2,3,6,random,1,0,2,0,0,0,"['24', '26', '28', '30']","['lambda x: (2 * x) * 4', 'lambda x: (4 * x) + 10', 'lambda x: (x * 4) + 10']",
87,text-davinci-003,"14,18,22,26","{'fn': 'lambda x: (4 * x) + 2', 'offset': 3, 'metadata': ('arithmetic_progression', 3, 2)}",2,3,6,random,1,0,2,1,0,0,"['30', '34', '38', '42', '46']","['lambda x: (4 * x) + 10', 'lambda x: (2 * x) * 9']",
88,text-davinci-003,"0,4,8,12","{'fn': 'lambda x: (2 * x) * 2', 'offset': 0, 'metadata': ('geometric_progression', 1, 2)}",2,3,6,random,1,0,2,0,0,0,"['16', '20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80']","['lambda x: (x * 4)', 'lambda x: (x * 2) + 4', 'lambda x: (x * 3) + 1', 'lambda x: (x * 1) + 4']",
89,text-davinci-003,"0,4,8,12","{'fn': 'lambda x: (4 * x) | 0', 'offset': 0, 'metadata': ('bit_or_progression', 3, 0)}",2,3,6,random,0,1,2,0,1,0,"['16', '20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80', '84', '88', '92', '96', '100']","['lambda x: (4 * x) + 0', 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (0 + 1)][x]', 'lambda x: (1 * x) + 0']",
90,text-davinci-003,"0,4,8,12","{'fn': 'lambda x: (4 * x) * 1', 'offset': 0, 'metadata': ('geometric_progression', 3, 1)}",2,3,6,random,1,0,2,0,0,0,"['16', '20', '24']","['lambda x: x * 4', 'lambda x: (x * 2) * 2', 'lambda x: (x * 4) % (4+1)']",
91,text-davinci-003,"0,4,8,12","{'fn': 'lambda x: (4 * x) + 0', 'offset': 0, 'metadata': ('arithmetic_progression', 3, 0)}",2,3,6,random,1,1,2,0,1,0,"['16', '20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80', '84', '88', '92', '96']","['lambda x: (4 * x) + 0', 'lambda x: (x * 4) % (0+1)', 'lambda x: (2 * x) * 4', 'lambda x: (x * 4) + 0']",
92,text-davinci-003,"0,4,8,12","{'fn': 'lambda x: (4 * x) ** 1', 'offset': 0, 'metadata': ('exponential_progression', 3, 1)}",2,3,6,random,1,1,2,0,0,0,"['16', '20', '24', '28', '32', '36', '40', 'etc.']","['lambda x: (4 * x)', 'lambda x: (x + 4) * 4', 'lambda x: (x * 4) + 0', 'lambda x: (x * 4) - 4']",
93,text-davinci-003,"4,8,12,16","{'fn': 'lambda x: (2 * x) * 2', 'offset': 1, 'metadata': ('geometric_progression', 1, 2)}",2,3,6,random,1,0,2,1,0,0,"['20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80', '84', '88', '92', '96', '100']","['lambda x: (4 * x) + 0', 'lambda x: (4 * x) ** 1', 'lambda x: (4 * x) - 4', 'lambda x: (4 * x) / 1']",
94,text-davinci-003,"4,8,12,16","{'fn': 'lambda x: (4 * x) | 0', 'offset': 1, 'metadata': ('bit_or_progression', 3, 0)}",2,3,6,random,1,0,2,2,0,0,"['20', '24', '28', '32']","['lambda x: 4 * x', 'lambda x: 2 ** (2 * x)']",
95,text-davinci-003,"4,8,12,16","{'fn': 'lambda x: (4 * x) * 1', 'offset': 1, 'metadata': ('geometric_progression', 3, 1)}",2,3,6,random,1,1,2,0,1,0,"['20', '24', '28', '32', '36', '40', '44', '48', 'etc.']","['lambda x: (2 * x) * 2', 'lambda x: (4 * x) * 1', 'lambda x: (1 * x) * 4']",
96,text-davinci-003,"4,8,12,16","{'fn': 'lambda x: (4 * x) + 0', 'offset': 1, 'metadata': ('arithmetic_progression', 3, 0)}",2,3,6,random,1,1,2,0,0,0,"['20', '24', '28', '32']","['lambda x: (4 * x)', 'lambda x: (2 * x) + 2', 'lambda x: (1 * x) + 4']",
97,text-davinci-003,"4,8,12,16","{'fn': 'lambda x: (4 * x) ** 1', 'offset': 1, 'metadata': ('exponential_progression', 3, 1)}",2,3,6,random,1,0,0,0,0,0,"['24', '32', '40', '48', '56', '64', '72', '80', '88', '96', '104', '112', '120']","['lambda x: (4 * x) + 0', 'lambda x: (4 * x) | 0', 'lambda x: (4 * x) % (4+1)']",
98,text-davinci-003,"8,12,16,20","{'fn': 'lambda x: (4 * x) | 0', 'offset': 2, 'metadata': ('bit_or_progression', 3, 0)}",2,3,6,random,1,0,2,0,0,0,"['24', '28', '32', '36', '40']","['lambda x: (2 * x) + 8', 'lambda x: (4 * x) + 4', 'lambda x: (4 * x) + 8']",
99,text-davinci-003,"8,12,16,20","{'fn': 'lambda x: (4 * x) * 1', 'offset': 2, 'metadata': ('geometric_progression', 3, 1)}",2,3,6,random,1,0,2,0,0,0,"['24', '28', '32', '36', '40']","['lambda x: 4 * x + 4', 'lambda x: (x + 4) * 2', 'lambda x: (x * 4) + 4', 'lambda x: (x * 2) + 8']",
100,text-davinci-003,"8,12,16,20","{'fn': 'lambda x: (4 * x) + 0', 'offset': 2, 'metadata': ('arithmetic_progression', 3, 0)}",2,3,6,random,1,0,2,0,0,0,"['24', '28', '32', '36', '40']","['lambda x: (4 * x) + 4', 'lambda x: (4 * x) + 8', 'lambda x: (4 * x) + 12']",
101,text-davinci-003,"8,12,16,20","{'fn': 'lambda x: (4 * x) ** 1', 'offset': 2, 'metadata': ('exponential_progression', 3, 1)}",2,3,6,random,1,0,2,0,0,0,"['24', '28', '32', '36', '40']","['lambda x: (4 * x) + 4', 'lambda x: (x * 4) + 8', 'lambda x: (x * 5) - 4']",
102,text-davinci-003,"12,16,20,24","{'fn': 'lambda x: (2 * x) * 2', 'offset': 3, 'metadata': ('geometric_progression', 1, 2)}",2,3,6,random,1,0,2,0,0,0,"['28', '32', '36', '40']","['lambda x: 4 * (x + 1)', 'lambda x: 4 * x + 8', 'lambda x: 4 * (x + 3)']",
103,text-davinci-003,"12,16,20,24","{'fn': 'lambda x: (4 * x) | 0', 'offset': 3, 'metadata': ('bit_or_progression', 3, 0)}",2,3,6,random,1,0,2,0,0,0,"['28', '32', '36', '40']","['lambda x: (4 * x) + 8', 'lambda x: (4 * x) + 4', 'lambda x: (4 * x)']",
104,text-davinci-003,"12,16,20,24","{'fn': 'lambda x: (4 * x) * 1', 'offset': 3, 'metadata': ('geometric_progression', 3, 1)}",2,3,6,random,1,0,2,0,0,0,"['28', '32', '36', '40']","['lambda x: (4 * x) + 8', 'lambda x: (x * 4) + 4', 'lambda x: (x * 4) + 12']",
105,text-davinci-003,"12,16,20,24","{'fn': 'lambda x: (4 * x) + 0', 'offset': 3, 'metadata': ('arithmetic_progression', 3, 0)}",2,3,6,random,1,0,2,0,0,0,"['28', '32', '36', '40']","['lambda x: (4 * x) + 8', 'lambda x: (2 * x) ** 2', 'lambda x: (1 * x) ** 3 + 4']",
106,text-davinci-003,"12,16,20,24","{'fn': 'lambda x: (4 * x) ** 1', 'offset': 3, 'metadata': ('exponential_progression', 3, 1)}",2,3,6,random,1,0,2,0,0,0,"['28', '32', '36', '40']","['lambda x: (2 * x) + 10', 'lambda x: (4 * x) + 4', 'lambda x: (4 * x) + 8']",
107,text-davinci-003,"0,6,12,18","{'fn': 'lambda x: (2 * x) * 3', 'offset': 0, 'metadata': ('geometric_progression', 1, 3)}",2,3,6,random,1,1,2,0,2,0,"['24', '30', '36']","['lambda x: (6 * x) + 0', 'lambda x: (3 * x) * 2', 'lambda x: (2 * x) * 3', 'lambda x: (1 * x) * 6']",
108,text-davinci-003,"0,6,12,18","{'fn': 'lambda x: (3 * x) * 2', 'offset': 0, 'metadata': ('geometric_progression', 2, 2)}",2,3,6,random,1,1,2,0,1,0,"['24', '30', '36', '42', '48', '54', '60', '66', '72', '78', '84', '90', '96']","['lambda x: (6 * x) + 0', 'lambda x: (3 * x) ** 2', 'lambda x: (3 * x) * 2', 'lambda x: (6 * x) | 0']",
109,text-davinci-003,"6,12,18,24","{'fn': 'lambda x: (2 * x) * 3', 'offset': 1, 'metadata': ('geometric_progression', 1, 3)}",2,3,6,random,1,1,2,1,0,0,"['30', '36', '42', '48']","['lambda x: (6 * x) % (0+1)', 'lambda x: (6 * x) % (6+1)', 'lambda x: (6 * x) | (0+1)', 'lambda x: (6 * x) | (6+1)', 'lambda x: (6 * x) + (0+1)', 'lambda x: (6 * x) + (6+1)', 'lambda x: (6 * x) - (0+1)', 'lambda x: (6 * x) - (6+1)', 'lambda x: (6 * x) * (0+1)', 'lambda x: (6 * x) * (6+1)', 'lambda x: (6 * x) / (0+1)', 'lambda x: (6 * x) / (6+1)', 'lambda x: (6 * x) ** (0+1)', 'lambda x: (6 * x) ** (6+1)']",
110,text-davinci-003,"6,12,18,24","{'fn': 'lambda x: (3 * x) * 2', 'offset': 1, 'metadata': ('geometric_progression', 2, 2)}",2,3,6,random,1,1,2,0,1,0,"['30', '36', '42', '48', '54', '60']","['lambda x: (2 * x) * 3', 'lambda x: (x * 4) + 6', 'lambda x: (x * 6) - 6']",
111,text-davinci-003,"12,18,24,30","{'fn': 'lambda x: (2 * x) * 3', 'offset': 2, 'metadata': ('geometric_progression', 1, 3)}",2,3,6,random,1,1,2,0,2,0,"['36', '42', '48', '54']","['lambda x: (3 * x) * 2', 'lambda x: [i for i in range(100) if i % (6 + 1) or i % (2 + 1)][x]', 'lambda x: (2 * x) * 3']",
112,text-davinci-003,"12,18,24,30","{'fn': 'lambda x: (3 * x) * 2', 'offset': 2, 'metadata': ('geometric_progression', 2, 2)}",2,3,6,random,1,0,2,0,0,0,"['36', '42', '48', '54']","['lambda x: (6 * x) + 6', 'lambda x: (6 * x) + 12', 'lambda x: (6 * x) + 18', 'lambda x: (6 * x) + 24']",
113,text-davinci-003,"2,4,6,8","{'fn': 'lambda x: (2 * x) + 0', 'offset': 1, 'metadata': ('arithmetic_progression', 1, 0)}",2,3,6,random,1,0,2,2,0,0,"['10', '12', '14', '16', '18', '20', '22', '24', '26', '28', '30']","['lambda x: (2 * x) | 0', 'lambda x: (2 * x) + 2', 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]']",
114,text-davinci-003,"2,4,6,8","{'fn': 'lambda x: (2 * x) + 2', 'offset': 0, 'metadata': ('arithmetic_progression', 1, 2)}",2,3,6,random,1,1,2,1,0,0,"['10', '12', '14', '16', '18', '20', '22', '24', '26', '28', '30', '32', '34', '36', '38', '40', '42', '44', '46', '48', '50', '52', '54', '56', '58', '60', '62', '64', '66', '68', '70', '72', '74', '76', '78', '80', '82', '84', '86', '88', '90', '92', '94', '96', '98', '100']","['lambda x: (2 * x) * 1', 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (4 + 1)][x]', 'lambda x: (x * 1) % (4+1)']",
115,text-davinci-003,"2,4,6,8","{'fn': 'lambda x: (2 * x) | 0', 'offset': 1, 'metadata': ('bit_or_progression', 1, 0)}",2,3,6,random,0,0,2,2,1,0,"['10', '12', '14', '16', '18', '20', '22', '24', '26', '28', '30']","['lambda x: (2 * x) * 1', 'lambda x: (1 * x) * 2', 'lambda x: (2 * x) + 0']",
116,text-davinci-003,"2,4,6,8","{'fn': 'lambda x: (1 * x) * 2', 'offset': 1, 'metadata': ('geometric_progression', 0, 2)}",2,3,6,random,0,0,2,1,0,0,"['10', '12', '14', '16', '18', '20', '22', '24', '26', '28', '30']","['lambda x: (x * 2) % (4+1)', 'lambda x: (2 * x) | 0', 'lambda x: (2 * x) + 0', 'lambda x: (x * 2) + 0', 'lambda x: (x * 2) | 0']",
117,text-davinci-003,"2,4,6,8","{'fn': 'lambda x: (2 * x) * 1', 'offset': 1, 'metadata': ('geometric_progression', 1, 1)}",2,3,6,random,1,1,2,1,0,0,"['10', '12', '14', '16', '18', '20', 'etc.']","['lambda x: (2 * x)', 'lambda x: (x * 2) + 2', 'lambda x: (x * 4) - 2', 'lambda x: (x * 2) ** 2']",
118,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (2 * x) + 0', 'offset': 2, 'metadata': ('arithmetic_progression', 1, 0)}",2,3,6,random,1,0,2,0,0,0,"['12', '14', '16', '18', '20', 'etc.']","['lambda x: (2 * x) + 2', 'lambda x: (2 * x) * 3', 'lambda x: (4 * x) / 2', 'lambda x: (5 * x) / 2', 'lambda x: (6 * x) / 2', 'lambda x: (10 * x) / 4']",
119,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (2 * x) + 2', 'offset': 1, 'metadata': ('arithmetic_progression', 1, 2)}",2,3,6,random,1,0,2,0,1,0,"['12', '14', '16', '18']","['lambda x: (2 * x) + 2', 'lambda x: (2 * x) * 2', 'lambda x: (4 * x) / 2']",
120,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (2 * x) | 0', 'offset': 2, 'metadata': ('bit_or_progression', 1, 0)}",2,3,6,random,1,0,2,0,0,0,"['12', '14', '16']","['lambda x: (2 * x) + 2', 'lambda x: (x + 2) * 2', 'lambda x: (x * 2) + 2', 'lambda x: (x * 4) / 2']",
121,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (2 * x) ** 1', 'offset': 2, 'metadata': ('exponential_progression', 1, 1)}",2,3,6,random,1,0,2,0,0,0,"['12', '14', '16']","['lambda x: (2 * x) + 2', 'lambda x: (x * 2) + 2', 'lambda x: (x * 4) / 2']",
122,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (1 * x) * 2', 'offset': 2, 'metadata': ('geometric_progression', 0, 2)}",2,3,6,random,1,0,2,0,0,0,"['12', '14', '16', '18']","['lambda x: (2 * x) + 4', 'lambda x: (x * 4) / 2', 'lambda x: (x * 2) + 4', 'lambda x: (x + 4) * 2']",
123,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (2 * x) * 1', 'offset': 2, 'metadata': ('geometric_progression', 1, 1)}",2,3,6,random,1,0,2,0,0,0,"['12', '14', '16', '18', '20']","['lambda x: (x * 2) + 2', 'lambda x: (x * 2) % (2+1)', 'lambda x: (x * 2) % (4+1)']",
124,text-davinci-003,"6,8,10,12","{'fn': 'lambda x: (2 * x) + 0', 'offset': 3, 'metadata': ('arithmetic_progression', 1, 0)}",2,3,6,random,1,1,2,0,0,0,"['14', '16', '18', '20']","['lambda x: (2 * x) + 4', 'lambda x: (2 * x) + 6', 'lambda x: (2 * x) + 8', 'lambda x: (2 * x) + 10']",
125,text-davinci-003,"6,8,10,12","{'fn': 'lambda x: (2 * x) + 2', 'offset': 2, 'metadata': ('arithmetic_progression', 1, 2)}",2,3,6,random,1,0,2,0,0,1,"['14', '16', '18', '20']","['lambda x: (2 * x) + 4', 'lambda x: (x * 4) % (3+1)', 'lambda x: (4 * x) * 2', 'lambda x: [i for i in range(100) if i % (5 + 1) or i % (0 + 1)][x]', 'lambda x: (2 * x) ** 1', 'lambda x: 5 ** (3 * x)']",
126,text-davinci-003,"6,8,10,12","{'fn': 'lambda x: (2 * x) | 0', 'offset': 3, 'metadata': ('bit_or_progression', 1, 0)}",2,3,6,random,1,1,2,0,1,0,"['14', '16', '18']","['lambda x: (1 * x) * 2', 'lambda x: (2 * x) + 4', 'lambda x: (3 * x) - 2']",
127,text-davinci-003,"6,8,10,12","{'fn': 'lambda x: (2 * x) ** 1', 'offset': 3, 'metadata': ('exponential_progression', 1, 1)}",2,3,6,random,1,0,2,0,0,0,"['14', '16', '18', '20', '22', '24', '26', '28', '30', '32', '34', '36', '38', '40', '42', '44', '46', '48', '50']","['lambda x: 2 * (x + 3)', 'lambda x: (2 * x) + 4', 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]']",
128,text-davinci-003,"6,8,10,12","{'fn': 'lambda x: (1 * x) * 2', 'offset': 3, 'metadata': ('geometric_progression', 0, 2)}",2,3,6,random,0,0,2,0,0,0,"['14', '16', '18', '20']","['lambda x: (2 * x) + 4', 'lambda x: (4 * x) | 2', 'lambda x: (6 * x) | 0']",
129,text-davinci-003,"6,8,10,12","{'fn': 'lambda x: (2 * x) * 1', 'offset': 3, 'metadata': ('geometric_progression', 1, 1)}",2,3,6,random,1,1,2,0,0,0,"['14', '16', '18', '20']","['lambda x: (2 * x) + 6', 'lambda x: (2 * (x + 3)) - 2', 'lambda x: (4 * x) - 2']",
130,text-davinci-003,"0,2,4,6","{'fn': 'lambda x: (2 * x) + 0', 'offset': 0, 'metadata': ('arithmetic_progression', 1, 0)}",2,3,6,random,0,1,2,0,2,0,"['8', '10', '12']","['lambda x: (2 * x) + 0', 'lambda x: (2 * x) * 1', 'lambda x: (2 * x) ** 1', 'lambda x: (2 + x) * 2']",
131,text-davinci-003,"0,2,4,6","{'fn': 'lambda x: (2 * x) ** 1', 'offset': 0, 'metadata': ('exponential_progression', 1, 1)}",2,3,6,random,1,0,2,1,1,0,"['8', '10', '12', '14', '16', '18', '20', '22', '24', '26', '28', '30', '32', '34', '36', '38', '40', '42', '44', '46', '48', '50', '52', '54', '56', '58', '60', '62', '64', '66', '68', '70', '72', '74', '76', '78', '80', '82', '84', '86', '88', '90', '92', '94', '96', '98', '100']","['lambda x: (2 * x) | 0', 'lambda x: (2 * x) + 0', 'lambda x: (2 * x) % (0+1)']",
